Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
AWR,American States Water Company,90.3,-0.17687376,-0.16,Neutral,96636,8726230.8,3338356629.899403,42.74758568,2.1159,811,Utilities
CERT,"Certara, Inc.",20.91,-10.71733561,-2.51,Sell,2967412,62048584.92,3334274611.8753195,240.34482759,0.088,1204,Technology Services
RARE,Ultragenyx Pharmaceutical Inc.,47.07,0.04250797,0.02,Buy,656776,30914446.32,3333236613.1919236,,-10.2552,1311,Health Technology
HGTY,"Hagerty, Inc.",9.95,5.0686378,0.48,Strong Buy,87360,869232,3327004935.5596623,,0.3888,1874,Finance
OI,"O-I Glass, Inc.",21.33,-0.83682008,-0.18,Sell,703453,15004652.49,3311998730.623431,4.83092882,4.5236,24000,Process Industries
ACA,"Arcosa, Inc.",68.23,0.61937767,0.42,Strong Buy,194827,13293046.21,3304852505.348768,11.82270278,5.8037,5230,Producer Manufacturing
JBT,John Bean Technologies Corporation,103.62,-1.48317171,-1.56,Sell,113063,11715588.06,3297225336.914432,25.44945476,4.0844,7200,Producer Manufacturing
FRPT,"Freshpet, Inc.",68.52,1.30100532,0.88,Strong Buy,716591,49100815.32,3296609867.991129,,-1.4133,1011,Consumer Non-Durables
GT,The Goodyear Tire & Rubber Company,11.62,1.8404908,0.21,Buy,5995145,69663584.89999999,3293436257.361963,952.45901639,0.0174,74000,Consumer Durables
BPMC,Blueprint Medicines Corporation,54.23,-0.85923218,-0.47,Buy,524360,28436042.8,3279144022.687751,,-9.7117,641,Health Technology
OTTR,Otter Tail Corporation,78.31,-0.19118022,-0.15,Buy,119514,9359141.34,3266358682.941117,11.96303086,6.6014,2422,Utilities
GEF,Greif Inc.,62.17,-1.34877817,-0.85,Sell,77806,4837199.02,3265306040.1577272,8.08620779,7.7349,12000,Process Industries
HP,"Helmerich & Payne, Inc.",31.83,0.12582573,0.04,Sell,1088404,34643899.32,3265265315.8556147,10.44839811,3.064,7000,Industrial Services
LYFT,"Lyft, Inc.",8.62,0.93676815,0.08,Sell,16333706,140796545.72,3259418268.5175643,,-4.3516,4419,Transportation
MAIN,Main Street Capital Corporation,40.45,-1.74884625,-0.72,Buy,363553,14705718.85,3254877777.2322083,12.23644009,3.3057,91,Finance
LAZ,"Lazard LTD. Lazard, LTD.",28.82,0,0,Sell,1029429,29668143.78,3249918691,13.35557718,2.2736,3402,Finance
IBP,"Installed Building Products, Inc.",114.34,0.23669677,0.27,Neutral,251600,28767944,3247771285.784694,13.66689776,8.4074,10300,Industrial Services
GEF.B,"Greif, Inc. Corporation",76.21,-1.99331276,-1.55,Sell,12842,978688.82,3243972267.9477873,6.61550882,11.6024,12000,Process Industries
VIR,"Vir Biotechnology, Inc.",24.25,0.45567523,0.11,Sell,794481,19266164.25,3238135690.555095,,-1.0747,576,Health Technology
BL,"BlackLine, Inc.",53.53,1.45943897,0.77,Sell,582453,31178709.09,3237917172.3508344,,-0.5255,1814,Technology Services
VERX,"Vertex, Inc.",20.98,2.14216164,0.44,Buy,274899,5767381.02,3234444064.93963,,-0.0821,1400,Technology Services
PINC,"Premier, Inc.",27.14,2.64750378,0.7,Sell,3195450,86724513,3231786796.7428136,17.72234557,1.5472,2600,Health Services
TEX,Terex Corporation,47.48,-0.0631446,-0.03,Buy,491347,23329155.56,3219144030.9804254,9.12427696,5.2683,9300,Producer Manufacturing
RELY,"Remitly Global, Inc.",18.08,-0.55005501,-0.1,Buy,630287,11395588.96,3216789482.7722764,,-0.7006,2700,Commercial Services
STAA,STAAR Surgical Company,66.33,-1.92222387,-1.3,Sell,378903,25132635.99,3205944218.968949,102.80533168,0.6632,964,Health Technology
BMBL,Bumble Inc.,16.97,-2.13379469,-0.37,Sell,2473501,41975311.97,3205745117.482122,,-0.759,950,Technology Services
NCR,NCR Corporation,22.82,0.795053,0.18,Buy,2870586,65506772.52,3203927774.2190814,37.05146939,0.6357,35000,Electronic Technology
FSS,Federal Signal Corporation,52.53,-0.84937712,-0.45,Buy,231880,12180656.4,3198460664.855606,25.20996305,2.1044,4100,Producer Manufacturing
TJBH,Tengjun Biotechnology Corp.,32.2,1.89873418,0.6,Buy,1520,48944,3197755427.867089,227.88393489,0.1413,27,Finance
KD,"Kyndryl Holdings, Inc.",14.05,-1.74825175,-0.25,Sell,975345,13703597.25,3196446004.5734267,,-6.1162,90000,Technology Services
FLYW,Flywire Corporation - Voting,28.86,-2.5658339,-0.76,Buy,1530753,44177531.58,3192207525.948008,,-0.3666,1000,Technology Services
AEIS,"Advanced Energy Industries, Inc.",84.93,-1.69001042,-1.46,Sell,109438,9294569.34,3187740923.968399,16.51274474,5.1774,12000,Electronic Technology
TFSL,TFS Financial Corporation,11.35,-3.40425532,-0.4,Strong Sell,573143,6505173.05,3181714519.812766,39.75481611,0.2867,,Finance
CBCY,Central Bancompany,715,0.70422535,5,Strong Buy,51,36465,3165035241.459854,,,2793,Finance
CBCYB,Central Bancompany,715,0,0,Strong Buy,1,715,3163345720.868327,,,2793,Finance
CWT,California Water Service Group,56.46,-0.24734982,-0.14,Strong Sell,350518,19790246.28,3161251838.0544167,41.81293046,1.3516,1225,Utilities
ASGN,ASGN Incorporated,64.12,-2.59759988,-1.71,Sell,498837,31985428.44,3161116038.9609604,12.96401132,5.0032,54000,Technology Services
SXT,Sensient Technologies Corporation,74.79,-1.39749506,-1.06,Sell,86649,6480478.71,3159456332.2184577,22.97978246,3.2798,4094,Consumer Non-Durables
CHPT,"ChargePoint Holdings, Inc.",9.01,-0.55187638,-0.05,Neutral,5843401,52649043.01,3157946029.251655,,-1.0183,1650,Retail Trade
LITE,Lumentum Holdings Inc.,45.99,-3.96742535,-1.9,Strong Sell,2388971,109868776.29,3150314959.666319,126.24210815,0.3998,6815,Producer Manufacturing
LFST,"LifeStance Health Group, Inc.",8.36,-1.64705882,-0.14,Buy,567741,4746314.76,3146453669.143529,,-0.6019,7830,Health Services
SM,SM Energy Company,26.1,-1.1737978,-0.31,Sell,1742758,45485983.8,3145517731.5675883,2.56085715,10.3018,539,Energy Minerals
GPI,"Group 1 Automotive, Inc.",221.5,0.33066087,0.73,Neutral,98307,21775000.5,3132549429.8047743,4.80033635,46.2757,15491,Retail Trade
GBCI,"Glacier Bancorp, Inc.",28.21,-1.1562719,-0.33,Sell,815959,23018203.39,3127651056.2487736,10.54185351,2.6775,3390,Finance
CCOI,"Cogent Communications Holdings, Inc.",64.72,-0.87302803,-0.57,Sell,322397,20865533.84,3126528280.967988,302.71281572,0.2166,1076,Communications
JJSF,J & J Snack Foods Corp.,161.91,-0.99064392,-1.62,Buy,66466,10761510.06,3117136823.709962,67.23557992,2.4155,5000,Consumer Non-Durables
HI,Hillenbrand Inc,44.88,-4.20490928,-1.97,Sell,561100,25182168,3114535004.3987193,18.32884097,2.4668,11000,Producer Manufacturing
RVNC,"Revance Therapeutics, Inc.",37.61,2.75956284,1.01,Strong Buy,2685477,101000789.97,3114120610.653552,,-4.8129,534,Health Technology
AZTA,"Azenta, Inc.",44.94,-1.07858243,-0.49,Buy,1400565,62941391.09999999,3105504470.357473,,-6.4558,3100,Health Services
GPS,"Gap, Inc. (The)",8.47,0.23668639,0.02,Sell,8213306,69566701.82000001,3101813550.065089,,-0.5447,95000,Retail Trade
VSBC,VitaSpring Biomedical Co. Ltd.,15,0,0,Strong Buy,200,3000,3097800521.9999995,3333.33333333,0.0045,,Consumer Non-Durables
MRVI,"Maravai LifeSciences Holdings, Inc.",12.09,-13.02158273,-1.81,Strong Sell,10979415,132741127.35,3088442508.744604,10.49388074,1.1651,610,Health Technology
SANM,Sanmina Corporation,52.85,-0.90005625,-0.48,Sell,317699,16790392.15,3084202553.182074,11.30384566,4.82,34000,Electronic Technology
ZD,"Ziff Davis, Inc.",64.97,-0.83943834,-0.55,Sell,651993,42359985.21,3070498538.685745,52.00928594,1.3588,,Technology Services
ENOV,Enovis Corporation,56.34,-1.00158144,-0.57,Sell,613038,34538560.92,3070327966.997365,,-0.951,6800,Producer Manufacturing
CXM,"Sprinklr, Inc.",11.49,1.1443662,0.13,Neutral,551346,6334965.54,3055203735.0871477,,-0.2159,3511,Technology Services
ENV,"Envestnet, Inc",55.65,-1.62630369,-0.92,Sell,537474,29910428.1,3027586580.199752,,-1.9776,3429,Technology Services
SAGE,"Sage Therapeutics, Inc.",50.66,-1.57373227,-0.81,Buy,590723,29926027.18,3027548262.5778117,,-9.3749,689,Health Technology
AWI,Armstrong World Industries Inc,67.02,0.22431584,0.15,Sell,288184,19314091.68,3023866776.7447286,15.22074855,4.4086,3000,Producer Manufacturing
WHD,"Cactus, Inc. Class A Common Stock",38.05,-0.62679551,-0.24,Sell,932400,35477820,3009958196.341081,21.15534304,1.8239,1200,Industrial Services
ITRI,"Itron, Inc.",66.26,-1.35477148,-0.91,Buy,298685,19790868.1,3009715282.386184,,-0.4988,5477,Electronic Technology
PACB,"Pacific Biosciences of California, Inc.",12.03,-1.79591837,-0.22,Buy,2646103,31832619.09,3006193580.2995915,,-1.3966,769,Health Technology
MDC,"M.D.C. Holdings, Inc.",41.07,-0.26711996,-0.11,Buy,761534,31276201.38,3002941399.800874,6.09917282,6.9032,1643,Consumer Durables
THS,"Treehouse Foods, Inc.",53.48,-0.39113429,-0.21,Buy,405354,21678331.92,3000671155.8591914,16206.06060606,0.0062,7500,Consumer Non-Durables
VSH,"Vishay Intertechnology, Inc.",21.15,-1.62790698,-0.35,Sell,1203326,25450344.9,2996218092.683721,7.10208193,2.9886,23900,Electronic Technology
SYNA,Synaptics Incorporated,75.77,-1.3925039,-1.07,Sell,781743,59232667.11,2994729447.9394846,17.086481,4.5333,1775,Electronic Technology
AIN,Albany International Corporation,90.68,-0.03307243,-0.03,Sell,75359,6833554.12,2985981865.568516,29.89779097,3.0439,4100,Process Industries
DOCN,"DigitalOcean Holdings, Inc.",33.42,0.63233966,0.21,Buy,2526995,84452172.9,2975732302.4119244,,-0.2296,1204,Technology Services
KMPR,Kemper Corporation,46.37,-0.74914384,-0.35,Sell,768163,35619718.31,2965821697.437286,,-4.4852,9500,Finance
TPH,"Tri Pointe Homes, Inc.",29.58,0.20325203,0.06,Buy,825559,24420035.22,2960906772.089431,5.38170439,5.5594,1470,Consumer Durables
ROG,Rogers Corporation,159.11,-1.19232441,-1.92,Sell,104473,16622699.03,2960817153.1260633,31.13333072,5.1454,3800,Process Industries
GO,Grocery Outlet Holding Corp.,30.11,-0.23194168,-0.07,Buy,1252417,37710275.87,2959405137.203115,46.3873055,0.6717,969,Retail Trade
WIRE,Encore Wire Corporation,168.15,0.91825711,1.53,Buy,221015,37163672.25,2954422943.710839,4.74225699,35.9828,1672,Producer Manufacturing
WAL,Western Alliance Bancorporation,26.95,-1.35431918,-0.37,Sell,9751415,262800634.25,2954119430.172035,3.0776434,8.7892,3365,Finance
SPB,"Spectrum Brands Holdings, Inc.",72,-2.04081633,-1.5,Buy,1077389,77572008,2952320800.6530614,63.19115324,1.1434,11000,Consumer Durables
OMCL,"Omnicell, Inc.",65.45,0.69230769,0.45,Buy,332700,21775215,2950526317.2000003,,-0.3875,4230,Technology Services
BCO,Brinks Company (The),63.08,-0.06337136,-0.04,Neutral,220119,13885106.52,2934265973.731939,17.70865501,3.6091,72200,Commercial Services
BCC,"Boise Cascade, L.L.C.",73.75,0.83401695,0.61,Strong Buy,256665,18929043.75,2919749545.853842,4.50227708,16.4796,6780,Distribution Services
KOS,Kosmos Energy Ltd.,6.34,0,0,Sell,12011639,76153791.26,2913794456,10.028472,0.6759,236,Energy Minerals
ARNC,Arconic Corporation,29.06,-0.20604396,-0.06,Buy,3699305,107501803.3,2913165536.36195,,-2.0095,11550,Non-Energy Minerals
MOG.A,Moog Inc.,91.28,0.18658764,0.17,Sell,123934,11312695.52,2912192133.713533,17.30524959,5.3,14000,Electronic Technology
TR,"Tootsie Roll Industries, Inc.",39.16,0.25601639,0.1,Sell,130805,5122323.8,2910805101.0209928,36.1088059,1.0732,2300,Consumer Non-Durables
PBH,Prestige Consumer Healthcare Inc.,58.4,-1.8487395,-1.1,Strong Sell,402970,23533448,2902047854.722689,,-1.6611,560,Health Technology
UNF,Unifirst Corporation,161.27,0.61139185,0.98,Sell,53429,8616494.83,2898987485.637657,29.44548924,5.9993,14000,Consumer Services
ARRY,"Array Technologies, Inc.",19.22,3.00107181,0.56,Sell,7263271,139600068.62,2897778049.9378343,,-0.2513,1082,Electronic Technology
RUSHA,"Rush Enterprises, Inc.",52.06,1.5804878,0.81,Sell,189267,9853240.02,2895708375.9629273,7.60144261,7.0631,8039,Retail Trade
HRI,Herc Holdings Inc.,101.43,-0.55882353,-0.57,Sell,492148,49918571.64,2889345046.4302945,8.98381797,11.4738,6600,Finance
VIRT,"Virtu Financial, Inc.",17.57,0.05694761,0.01,Sell,1133937,19923273.09,2888009517.2875857,8.86836261,1.9866,993,Finance
COOP,Mr. Cooper Group Inc.,42.375,-0.66807314,-0.285,Sell,443492,18792973.5,2883761442.299578,10.28269837,4.2149,6600,Finance
AMC,"AMC Entertainment Holdings, Inc.",5.54,-6.10169492,-0.36,Neutral,18772627,104000353.58,2876325847.172881,,-0.8915,33694,Consumer Services
RUSHB,"Rush Enterprises, Inc.",56.59,0.87344029,0.49,Sell,4559,257993.81,2875552896.606952,8.26288201,7.0631,8039,Retail Trade
VSAT,"ViaSat, Inc.",37.62,2.1449905,0.79,Strong Buy,413569,15558465.78,2873161628.7385287,,-1.8715,7000,Electronic Technology
TROLB,"Tootsie Roll Industries, Inc.",43.01,1.1048425,0.47,Buy,100,4301,2870997342.6584673,39.65882895,1.0732,2300,Consumer Non-Durables
JXN,Jackson Financial Inc.,34.53,-2.40248728,-0.85,Sell,1451589,50123368.17,2863224933.6359525,0.54455305,66.1153,3895,Finance
HWC,Hancock Whitney Corporation,33.23,-1.33610451,-0.45,Sell,402695,13381554.85,2860341133.1852727,5.50977434,6.053,3627,Finance
GBTG,"Global Business Travel Group, Inc.",6.15,9.04255319,0.51,Neutral,55543,341589.45,2855820941.6489367,,-0.4154,19000,Consumer Services
MOG.B,Moog Inc.,90.94,-6.49804647,-6.32,Sell,120,10912.8,2849121836.8745418,17.24079095,5.3,14000,Electronic Technology
WERN,"Werner Enterprises, Inc.",45.03,-1.18499013,-0.54,Sell,525466,23661733.98,2848098181.4285717,12.94858523,,14300,Transportation
WOR,"Worthington Industries, Inc.",57.21,-0.41775457,-0.24,Sell,147055,8413016.55,2846504381.609922,13.68365663,4.2545,8400,Non-Energy Minerals
CALX,"Calix, Inc",42.95,0.77428437,0.33,Sell,615543,26437571.85,2845183146.7139845,70.05382482,0.649,1426,Electronic Technology
DNA,"Ginkgo Bioworks Holdings, Inc.",1.37,0,0,Buy,18343213,25130201.81,2839435077,,-1.2854,1292,Health Services
BHF,"Brighthouse Financial, Inc.",41.85,-3.59364202,-1.56,Sell,692249,28970620.65,2833111080.000001,,,1500,Finance
PFSI,"PennyMac Financial Services, Inc.",56.59,-1.78757376,-1.03,Sell,347608,19671136.72,2825230397.4442906,9.40548806,6.3304,4135,Finance
MCW,"Mister Car Wash, Inc.",9.14,0.99447514,0.09,Buy,1536851,14046818.14,2819865227.4342537,30.34528552,0.3236,6350,Consumer Services
CXT,"Crane NXT, Co.",49.91,1.85714286,0.91,Strong Buy,539112,26907079.92,2816536692.938571,6.96153095,7.2829,11000,Producer Manufacturing
ABM,ABM Industries Incorporated,42.59,0.63799622,0.27,Neutral,159357,6787014.63,2815454314.5708885,14.81133716,2.8936,127000,Commercial Services
AXNX,"Axonics, Inc.",55.88,1.52616279,0.84,Neutral,599833,33518668.04000001,2815442982.455669,,-0.9941,610,Health Technology
BATRB,Liberty Media Corporation,53,15.2173913,7,Strong Buy,108,5724,2812044901.9607844,,,,Consumer Services
MGEE,MGE Energy Inc.,77.73,0.1030264,0.08,Buy,48710,3786228.3,2810978963.819961,26.1294877,2.9757,701,Utilities
JOBY,"Joby Aviation, Inc.",4.44,1.60183066,0.07,Strong Buy,3169310,14071736.4,2801545348.750572,,-0.5158,1422,Electronic Technology
CRC,California Resources Corporation,39.71,0.02518892,0.01,Neutral,994571,39494414.41000001,2801507046.575567,3.00917681,13.5894,1060,Energy Minerals
INTA,"Intapp, Inc.",43.8,15.44544017,5.86,Strong Buy,751179,32901640.2,2792328930.0474434,,-1.2598,946,Technology Services
FTAI,FTAI Aviation Ltd.,27.97,1.89435337,0.52,Buy,593840,16609704.8,2789414341.3817854,90.69390402,0.3129,40,Finance
TNL,Travel  Leisure Co.,36.5,1.84151786,0.66,Sell,646356,23591994,2785049816.9084816,8.14914043,4.5148,,Consumer Services
DY,"Dycom Industries, Inc.",94.78,0.70123247,0.66,Buy,307523,29147029.94,2782300020.6353593,19.98355437,4.8137,15410,Industrial Services
SHAK,"Shake Shack, Inc.",65.96,-1.43454871,-0.96,Buy,885401,58401049.95999999,2780927112.169157,,-0.3936,11704,Consumer Services
BRP,"BRP Group, Inc.",23.75,-0.12615643,-0.03,Strong Sell,374210,8887487.5,2780298438.078217,,-0.7049,3888,Finance
LCII,LCI Industries,110.34,-5.32006178,-6.2,Sell,236592,26105561.28,2778351153.511756,7.12666395,15.5563,12900,Producer Manufacturing
GKOS,Glaukos Corporation,57.59,-1.82407092,-1.07,Buy,595949,34320702.91000001,2776338487.1418343,,-2.9229,783,Health Technology
BRZE,"Braze, Inc.",28.83,1.19340119,0.34,Sell,323337,9321805.71,2774369456.5735345,,-1.476,1501,Technology Services
SONO,"Sonos, Inc.",21.78,0.04593477,0.01,Buy,1614647,35167011.66000001,2773636996.878273,175.08038585,0.1492,1844,Electronic Technology
GHC,Graham Holdings Company,583.98,0.87926895,5.09,Buy,12682,7406034.36,2769681790.2848554,117.48445893,5.0301,19527,Consumer Services
QS,QuantumScape Corporation,6.23,-2.50391236,-0.16,Sell,3941842,24557675.66,2764014295.098592,,-0.9782,850,Producer Manufacturing
ESMT,"EngageSmart, Inc.",16.52,0.91631032,0.15,Sell,372722,6157367.44,2754607294.443494,123.46786248,0.1376,971,Technology Services
UMBF,UMB Financial Corporation,56.76,1.73866284,0.97,Sell,441502,25059653.52,2753367356.4681845,6.61037675,8.6489,3770,Finance
MRTX,"Mirati Therapeutics, Inc.",47.31,2.02717274,0.94,Buy,1065652,50415996.12,2745769510.69765,,-13.1704,593,Health Technology
CVLT,"Commvault Systems, Inc.",61.91,0.37289235,0.23,Strong Buy,387809,24009255.19,2722420138.099222,,-0.8063,2779,Technology Services
LGIH,"LGI Homes, Inc.",115.51,-0.65365098,-0.76,Buy,149964,17322341.64,2718266016.7363896,9.92703616,11.74,952,Consumer Durables
DORM,"Dorman Products, Inc.",86.1,-2.08120096,-1.83,Buy,49735,4282183.5,2709423584.210167,29.50044542,2.9287,3786,Consumer Durables
PTON,"Peloton Interactive, Inc.",7.83,-3.21384425,-0.26,Sell,10639718,83308991.94,2703972934.8244743,,-6.657,9771,Consumer Services
CRK,"Comstock Resources, Inc.",9.7,-0.20576132,-0.02,Sell,2134011,20699906.7,2691848648.6008224,1.94630603,5.6758,244,Energy Minerals
DSEY,"Diversey Holdings, Ltd.",8.28,0.12091898,0.01,Buy,1611920,13346697.6,2687516120.4159613,,-0.572,9000,Consumer Non-Durables
PD,"PagerDuty, Inc.",29.1,-0.10298661,-0.03,Sell,728006,21184974.6,2679796615.07724,,-1.45,1166,Technology Services
RVMD,"Revolution Medicines, Inc.",25.19,3.06873977,0.75,Strong Buy,1008528,25404820.32,2677939863.9635844,,-3.0419,246,Health Technology
IAS,Integral Ad Science Holding Corp.,17.32,2.12264151,0.36,Strong Buy,575819,9973185.08,2674510088.985849,155.61545373,0.1127,835,Technology Services
NOG,"Northern Oil and Gas, Inc.",31.23,-2.40625,-0.77,Sell,1746742,54550752.66,2665909092.7125,2.06849959,16.1141,33,Energy Minerals
CNS,Cohen & Steers Inc,54.16,-0.23945478,-0.13,Sell,153487,8312855.92,2660193117.640818,16.24864995,3.3609,388,Finance
RPD,"Rapid7, Inc.",44.25,-7.05734089,-3.36,Sell,4368410,193302142.5,2656799952.63075,,-2.1406,2623,Technology Services
WOOF,"Petco Health and Wellness Company, Inc.",9.95,-2.45098039,-0.25,Neutral,1820591,18114880.45,2654542160.7843137,29.1446983,0.3419,29000,Retail Trade
AVAV,"AeroVironment, Inc.",104.52,1.38713745,1.43,Buy,125309,13097296.68,2640595771.081967,,-0.3402,1214,Electronic Technology
ITGR,Integer Holdings Corporation,79.16,-2.02970297,-1.64,Sell,200289,15854877.24,2634161855.90396,39.4478497,2.0219,10000,Health Technology
MORF,"Morphic Holding, Inc.",58.5,6.71287851,3.68,Strong Buy,607332,35528922,2633979534.576797,,-1.6107,102,Health Technology
KLIC,"Kulicke and Soffa Industries, Inc.",46.51,-0.57716973,-0.27,Sell,283667,13193352.17,2631661075.748824,12.9094038,3.6619,3167,Producer Manufacturing
AMBA,"Ambarella, Inc.",65.72,-1.93971949,-1.3,Sell,243287,15988821.64,2601299876.8725758,,-1.704,937,Electronic Technology
VRRM,Verra Mobility Corporation,17.29,-0.51783659,-0.09,Buy,1891892,32710812.68,2600270401.884925,31.30544994,0.5737,1570,Transportation
APPN,Appian Corporation,35.64,0.3943662,0.14,Sell,608402,21683447.28,2595890246.734648,,-2.0826,2307,Technology Services
APAM,Artisan Partners Asset Management Inc.,32.65,0.15337423,0.05,Sell,285071,9307568.15,2594513248.9018397,11.88309798,2.7636,549,Finance
ACIW,"ACI Worldwide, Inc.",23.95,-1.68308703,-0.41,Sell,547057,13102015.15,2594319423.2101808,28.87281495,0.833,3349,Technology Services
VRNS,"Varonis Systems, Inc.",23.6,1.76800345,0.41,Neutral,838034,19777602.4,2589216715.8085384,,-1.0438,2143,Technology Services
PAGP,"Plains GP Holdings, L.P.",13.31,0.37707391,0.05,Buy,2292272,30510140.32,2587565714.0965304,13.1003937,1.016,4100,Industrial Services
IBOC,International Bancshares Corporation,41.58,1.3899049,0.57,Neutral,211284,8785188.72,2582723898.974396,7.46861136,5.5924,2169,Finance
INSM,Insmed Incorporated,18.93,0.15873016,0.03,Neutral,945599,17900189.07,2582672856.9253974,,-4.2638,736,Health Technology
IBRX,"ImmunityBio, Inc.",5.92,-7.64430577,-0.49,Buy,11419202,67601675.84,2580664665.1856475,,-1.0416,725,Health Technology
CNX,CNX Resources Corporation,15.56,1.63291966,0.25,Neutral,2845279,44272541.24,2576355096.07838,2.1769545,8.7507,466,Energy Minerals
URBN,"Urban Outfitters, Inc.",27.82,-1.59179342,-0.45,Buy,1165329,32419452.78,2575757166.093385,16.37819381,1.7147,26000,Retail Trade
SHOO,"Steven Madden, Ltd.",33.47,2.16727717,0.71,Sell,1640661,54912923.67,2573198911.9429183,12.13472555,2.8339,4000,Consumer Non-Durables
WDFC,WD-40 Company,189.49,2.66009318,4.91,Strong Buy,92681,17562122.69,2571918511.873442,43.38935703,4.3748,583,Process Industries
UTZ,Utz Brands Inc,18.34,0.60340099,0.11,Buy,213552,3916543.68,2570568002.541964,,-0.0117,3800,Consumer Non-Durables
CVCO,"Cavco Industries, Inc.",294.99,-3.5728295,-10.93,Sell,89933,26529335.67,2564554346.038866,10.78668695,27.5777,6300,Consumer Durables
AEO,"American Eagle Outfitters, Inc.",13.11,-2.60029718,-0.35,Strong Sell,4055164,53163200.04,2563739964.521545,21.75572519,0.6754,40000,Retail Trade
DNUT,"Krispy Kreme, Inc.",15.2,2.42587601,0.36,Buy,938101,14259135.2,2556400392.075472,,-0.0932,23500,Distribution Services
SPR,"Spirit Aerosystems Holdings, Inc.",24.26,-1.01999184,-0.25,Sell,3441534,83491614.84,2552514909.2101183,,-7.3873,18235,Electronic Technology
PDCO,"Patterson Companies, Inc.",26.05,-0.72408537,-0.19,Sell,804888,20967332.4,2545293382.130336,13.00224607,2.0218,7700,Distribution Services
ENR,"Energizer Holdings, Inc.",35.62,2.53310305,0.88,Strong Buy,1136319,40475682.78,2544228301.460564,,-3.1091,5500,Consumer Non-Durables
CVI,CVR Energy Inc.,25.3,2.34627832,0.58,Sell,1000789,25319961.7,2543424147.249191,4.50025792,5.6219,1470,Energy Minerals
GETY,"Getty Images Holdings, Inc.",6.43,2.06349206,0.13,Buy,500056,3215360.08,2541571389.588889,,-0.0784,1700,Technology Services
PZZA,"Papa John's International, Inc.",77.79,-0.20525978,-0.16,Buy,555510,43213122.90000001,2540314750.722258,34.56872417,2.2619,12000,Consumer Services
CRI,"Carter's, Inc.",67.39,-0.76571933,-0.52,Sell,503277,33915837.03,2539821944.8390517,11.90951666,5.661,15500,Retail Trade
RNG,"RingCentral, Inc.",26.5,-0.71187711,-0.19,Sell,3020434,80041501,2530054863.994005,,-9.2205,3902,Technology Services
PSEC,Prospect Capital Corporation,6.33,-0.78369906,-0.05,Sell,1312801,8310030.33,2528422806.869906,79.82345523,0.1309,,Finance
PI,"Impinj, Inc.",94.87,0.25361936,0.24,Sell,501243,47552923.41,2528371884.5336576,,-0.7089,389,Electronic Technology
PRFT,"Perficient, Inc.",72.56,-0.1513692,-0.11,Buy,178562,12956458.72,2527857763.0758224,25.19007117,3.0706,6893,Commercial Services
FWRD,Forward Air Corporation,95.82,-0.89978281,-0.87,Sell,107260,10277653.2,2523819559.4663353,13.81647249,6.9655,4155,Transportation
HAYW,"Hayward Holdings, Inc.",11.83,1.98275862,0.23,Buy,4932953,58356833.99,2517516180.1758623,23.44895937,0.5269,2000,Consumer Durables
CBU,"Community Bank System, Inc.",46.72,-1.66280783,-0.79,Sell,227676,10637022.72,2512300436.4487476,17.27682864,2.7225,3026,Finance
AYX,"Alteryx, Inc.",35.65,-1.81768108,-0.66,Sell,874501,31175960.65,2511514958.87772,,-4.3795,2900,Technology Services
GNW,Genworth Financial Inc,5.25,0.38240918,0.02,Sell,5661730,29724082.5,2509262567.4952197,5.10750073,1.0402,2500,Finance
FTDR,"Frontdoor, Inc.",30.69,1.38751239,0.42,Buy,471168,14460145.92,2508177704.5748267,27.31885348,1.1259,1712,Consumer Durables
AMED,Amedisys Inc,76.97,-4.19467264,-3.37,Strong Sell,613677,47234718.69,2506095919.112895,22.39127273,3.4499,20000,Health Services
BEAM,Beam Therapeutics Inc.,34.51,3.47826087,1.16,Buy,617092,21295844.92,2498442318.3999996,,-4.1318,507,Health Technology
CBZ,"CBIZ, Inc.",49.64,-1.35135135,-0.68,Sell,157027,7794820.28,2488289440.2837844,21.26274308,2.361,6500,Commercial Services
BRC,Brady Corporation,50.08,-0.65463202,-0.33,Sell,200280,10030022.4,2486964206.62567,15.95971828,3.1532,5700,Producer Manufacturing
UCBI,"United Community Banks, Inc.",21.55,-0.46189376,-0.1,Sell,480465,10354020.75,2481583603.8406467,8.26018629,2.6123,3046,Finance
CRS,Carpenter Technology Corporation,51.08,0.41281698,0.21,Strong Buy,393911,20120973.88,2479943067.277374,124.52462214,0.4139,4100,Non-Energy Minerals
KFY,Korn Ferry,47.3,0.12701101,0.06,Sell,218181,10319961.3,2478951039.7734966,9.96712744,4.7746,10779,Commercial Services
IMVT,"Immunovant, Inc.",19.01,-1.60455487,-0.31,Buy,663661,12616195.61,2475963700.078675,,-1.6547,124,Health Technology
ESE,ESCO Technologies Inc.,95.76,-0.69480452,-0.67,Buy,52260,5004417.6,2471113138.716997,29.09135097,3.3053,2922,Electronic Technology
NCNO,"nCino, Inc.",22.05,-2.04353621,-0.46,Sell,651459,14364670.95,2466681939.6357174,,-0.9292,1791,Technology Services
GH,"Guardant Health, Inc.",23.99,1.95495113,0.46,Buy,2734330,65596576.7,2465326550.80238,,-6.4068,1793,Health Services
