Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
AEMD,"Aethlon Medical, Inc.",0.36,1.46561443,0.0052,Sell,273293,98385.48,8268965.61443067,,-0.7408,14,Health Technology
ARAO,"AuraSource, Inc.",0.12,-20,-0.03,Strong Sell,18100,2172,8267778.0977643,,-0.0136,3,Distribution Services
ETST,"Earth Science Tech, Inc.",0.0321,-19.34673367,-0.0077,Sell,11750,377.175,8239925.63065327,,-0.0043,3,Health Technology
BMTM,"Bright Mountain Media, Inc.",0.055,29.41176471,0.0125,Sell,16000,880,8229071,,-0.0545,57,Commercial Services
CLRI,"Cleartronic, Inc.",0.036,50,0.012,Buy,1500,54,8212344,60,0.0014,,Technology Services
CANL,CannLabs Inc.,0.0088,44.26229508,0.0027,Buy,16602,146.0976,8211848.76836158,5.86666667,0.0015,,Commercial Services
NXTP,"NextPlay Technologies, Inc.",1.38,1.47058824,0.02,Sell,11236,15505.68,8197053.88235294,,-6.844,250,Commercial Services
TCNB,Town Center Bank (IL),3.5,0,0,Buy,20551,71928.5,8167807.04225352,77.77777778,0.045,,Finance
AHNR,Athena Gold Corporation,0.0597,8.54545455,0.0047,Buy,23450,1399.965,8124656.58,,-0.0056,1,Non-Energy Minerals
ADMT,"ADM Tronics Unlimited, Inc.",0.12,0,0,Sell,416,49.92,8110621,,-0.0161,,Health Technology
NURO,"NeuroMetrix, Inc.",1.04,-1.88679245,-0.02,Sell,28348,29481.92,8103199.24528302,,-0.6888,27,Health Technology
BMNM,"Bimini Capital Management, Inc.",0.8,0,0,Strong Sell,360,288,8067010.47619048,,-1.9177,8,Finance
ELMSQ,Electric Last Mile Solutions Inc.,0.065,0,0,Buy,2110,137.15,8061794,,,,Consumer Durables
ATXI,"Avenue Therapeutics, Inc.",1.015,-0.49019608,-0.005,Sell,53849,54656.735,8039292.57352941,,-2.5039,2,Health Technology
CSTI,"Costar Technologies, Inc.",5.12,-0.19493177,-0.01,Buy,420,2150.4,7982080,,-0.1516,,Electronic Technology
DFFN,Diffusion Pharmaceuticals Inc.,3.91,2.62467192,0.1,Sell,2768,10822.88,7975923.82152231,,-7.6474,13,Health Technology
CBIO,"Catalyst Biosciences, Inc.",0.2111,0.52380952,0.0011,Sell,209537,44233.2607,7971098.80619048,,-0.0483,7,Health Technology
CETX,Cemtrex Inc.,9.51,-2.3613963,-0.23,Buy,15094,143543.94,7841641.36755647,,-16.9645,,Electronic Technology
ALRN,"Aileron Therapeutics, Inc.",1.72,16.05154848,0.2379,Buy,122569,210818.68,7810806.53127319,,-5.2156,6,Health Technology
ITEXD,ITEX Corp.,4.47,11.75,0.47,Strong Buy,8633,38589.51,7807700,14.23566879,0.314,,Finance
EBET,"EBET, INC.",0.3102,2.88557214,0.0087,Sell,222287,68953.4274,7792046.0079602,,-2.9608,37,Technology Services
WTKN,WellTek Incorporated,0.013,0,0,Buy,10000,130,7782736,,0,,Finance
NROM,"Noble Roman's, Inc.",0.35,0,0,Strong Buy,22600,7910,7775429,,-0.0475,207,Consumer Services
AIAD,AIADVERTISING INC.,0.0067,-4.28571429,-0.0003,Neutral,1614476,10816.9892,7773555.35714286,,-0.0079,,Technology Services
WELX,Winland Holdings Corporation,2.05,2.5,0.05,Buy,9123,18702.15,7769500,,-0.2508,,Electronic Technology
ZDPY,"Zoned Properties, Inc.",0.63495,4.09016393,0.02495,Sell,100,63.495,7747372.61114754,,-0.0471,9,Finance
SDCH,SideChannel Inc.,0.052,-20,-0.013,Strong Sell,5934,308.568,7743039.56856703,,-0.0893,32,Technology Services
LSF,"Laird Superfood, Inc.",0.839361,-5.68977528,-0.050639,Strong Sell,43024,36112.667664,7738488.7395,,-4.4076,35,Consumer Non-Durables
KLNG,"Koil Energy Solutions, Inc.",0.65,-4.41176471,-0.03,Buy,3000,1950,7727331.02362205,,-0.2459,49,Industrial Services
NGRC,National Graphite Corp.,0.05,-13.94148021,-0.0081,Sell,994,49.7,7715400,,,,Non-Energy Minerals
HALL,"Hallmark Financial Services, Inc.",4.23,-6,-0.27,Strong Sell,15667,66271.41,7692178.86,,-59.4493,257,Finance
HEWA,"HealthWarehouse.com, Inc.",0.18,5.88235294,0.01,Buy,115,20.7,7676820,,-0.0243,121,Retail Trade
FSCR,Federal Screw Works,5.53,0.54545455,0.03,Sell,100,553,7642460,,-4.0816,255,Producer Manufacturing
MINM,"Minim, Inc.",4.04,-5.60747664,-0.24,Neutral,324683,1311719.32,7625641.58878505,,-8.371,93,Electronic Technology
GHSI,"Guardion Health Sciences, Inc.",6.01,-2.90791599,-0.18,Neutral,1911,11485.11,7616712.8174475,,-13.873,12,Health Technology
EDGM,EdgeMode Inc.,0.0195,-2.5,-0.0005,Sell,5000,97.5,7613531,,,2,Finance
GKIN,Guskin Gold Corp.,0.1581,-30.65789474,-0.0699,Strong Sell,19125,3023.6625,7587981.76315789,1.85345838,0.0853,,Non-Energy Minerals
TORM,"TOR Minerals International, Inc.",2.14,-6.95652174,-0.16,Strong Sell,4511,9653.54,7579880,,-0.2642,,Process Industries
CHTM,CHATHAM CORPORATION DEL,1974.95,5.33066667,99.95,Sell,28,55298.6,7554184,,,,Process Industries
SBNY,"Signature Bank (New York, NY)",0.12,25.52301255,0.0244,Sell,5189142,622697.04,7551364.0167364,0.00577337,20.8802,2243,Finance
IVDN,"Innovative Designs, Inc.",0.214,-10.83333333,-0.026,Strong Sell,3500,749,7546187.95515695,,-0.0044,2,Producer Manufacturing
HDUP,"HeadsUp Entertainment International, Inc.",0.0291,-3,-0.0009,Sell,350709,10205.6319,7542942.13,,,,Technology Services
CRVW,"Careview Communications, Inc.",0.0541,0.18518519,0.0001,Buy,159099,8607.2559,7540498.2159292,,-0.0646,55,Technology Services
HPTO,hopTo Inc.,0.4,-2.43902439,-0.01,Sell,16032,6412.8,7530536.86746988,62.5,0.0065,14.5,Technology Services
DFCO,Dalrada Financial Corp.,0.0879,-0.11363636,-0.0001,Sell,41750,3669.825,7529292.25227273,,-0.2207,,Commercial Services
EVOK,"Evoke Pharma, Inc.",2.25,1.04639152,0.0233,Buy,15057,33878.25,7521907.53132438,,-2.6451,4,Health Technology
ACRX,"AcelRx Pharmaceuticals, Inc.",0.6861,-7.28378378,-0.0539,Sell,108541,74469.9801,7491150.39932433,0.10609903,6.4712,19,Health Technology
ISUN,"iSun, Inc.",0.5293,-5.48214286,-0.0307,Strong Sell,209156,110706.2708,7441522.27267857,,-3.6668,290,Industrial Services
DATS,"DatChat, Inc.",0.3676,7.57974832,0.0259,Sell,64980,23886.648,7438042.28270413,,-0.604,16,Technology Services
LVVV,"Livewire Ergogenics, Inc.",0.0049,0,0,Sell,40924,200.5276,7405101,12.25,0.0004,,Process Industries
KNOS,"Kronos Advanced Technologies, Inc.",0.0112,0,0,Sell,98943,1108.1616,7384428,,,,Producer Manufacturing
LVWD,"LiveWorld, Inc.",0.161,-9.5505618,-0.017,Strong Sell,1947,313.467,7346984.45505618,10,0.0223,,Commercial Services
AYTU,"Aytu BioPharma, Inc.",2.05,16.47727273,0.29,Neutral,187665,384713.25,7325186.96022727,,-94.199,164,Health Technology
ROSN,Rosinbomb,0.0165,0,0,Sell,100250,1654.125,7294961,,-0.0008,,Technology Services
OGEN,Oragenics Inc.,3.6,28.57142857,0.8,Buy,54737,197053.2,7288765.71428572,,-7.3404,6,Health Technology
BIEL,BioElectronics Corp.,0.0004,0,0,Sell,1290869,516.3476,7230562,,0,,Health Technology
RMHB,"Rocky Mountain High Brands, Inc.",0.0124,3.33333333,0.0004,Buy,177732,2203.8768,7224339.2,,-0.0148,,Consumer Non-Durables
LEAI,"Legacy Education Alliance, Inc.",0.189,8.62068966,0.015,Strong Buy,5000,945,7216528.34482759,,-0.0698,19,Consumer Services
ARDS,Aridis Pharmaceuticals Inc.,0.2,12.67605634,0.0225,Neutral,783306,156661.2,7215505.35211268,,-2.2768,34,Health Technology
TIKK,Tel-Instrument Electronics Corp.,2.2,-2.22222222,-0.05,Sell,700,1540,7162951.34883721,,-0.3371,44,Electronic Technology
CBIA,"Canopus Biopharma, Inc.",0.0729,146.28378378,0.0433,Buy,520,37.908,7161914,,,,Health Technology
YECO,Yulong Eco-Materials Limited,0.9895,-0.05050505,-0.0005,Neutral,478,472.981,7149509.75212971,,-1.3067,,Non-Energy Minerals
TNRG,Thunder Energies Corp.,0.08,33.33333333,0.02,Buy,40610,3248.8,7131258,,-0.1324,5,Process Industries
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.568,3.55515041,0.0195,Sell,29895,16980.36,7122259.17958068,,-1.8859,,Health Technology
DBRM,"Daybreak Oil & Gas, Inc.",0.0185,-7.5,-0.0015,Sell,92666,1714.321,7117605,,-0.0146,6,Energy Minerals
MACE,"Mace Security International, Inc.",0.11,0,0,Sell,13438,1478.18,7115683,,-0.0244,37,Electronic Technology
HSCS,"Heart Test Laboratories, Inc.",0.8507,-3.32954545,-0.0293,Sell,38493,32745.9951,7103228.99545455,,-0.5808,12,Health Technology
SSY,"SunLink Health Systems, Inc.",1.0101,2.01999798,0.02,Sell,5094,5145.4494,7102622.05736794,,-0.4281,,Health Services
BLCM,"Bellicum Pharmaceuticals, Inc.",0.7791,-18.84375,-0.1809,Buy,5059332,3941725.5612,7047970.706875,,-1.3284,13,Health Technology
VINE,"Fresh Vine Wine, Inc.",0.51,0.99009901,0.005,Neutral,12140,6191.4,7034576.43564356,,-1.1183,8,Consumer Non-Durables
FLCX,flooidCX Corp.,3.45,-1.00430416,-0.035,Buy,314,1083.3,6972004.51936872,,-0.2119,10,Technology Services
CRKN,Crown Electrokinetics Corp.,0.159,8.75512996,0.0128,Buy,12799867,2035178.853,6950389.18604651,,-0.8467,13,Commercial Services
USMT,US Metro Bancorp,3.51,0,0,Sell,615,2158.65,6949800,3.36432474,1.0433,,Finance
BWPC,Blue Water Petroleum Corp.,2.7,12.5,0.3,Strong Buy,20647,55746.9,6906600,,,,Industrial Services
ALTD,"Altitude International Holdings, Inc.",0.014,3.7037037,0.0005,Sell,15800,221.2,6890476.44444445,,-0.0187,97,Consumer Durables
RGMP,Regnum Corp.,0.3,18.81188119,0.0475,Buy,3600,1080,6885000,,-0.034,2,Health Technology
UNQL,Unique Logistics International Inc.,0.0086,-4.44444444,-0.0004,Strong Sell,702935,6045.241,6872618.33333333,2.38888889,0.0122,131,Transportation
SCNA,Smart Cannabis Corp.,0.0014,7.69230769,0.0001,Neutral,1097394,1536.3516,6865233.84615385,,0,,Producer Manufacturing
GCTK,"GlucoTrack, Inc.",0.4411,-4.10869565,-0.0189,Sell,160644,70860.0684,6838652.34369565,,-0.2866,3,Health Technology
CNFN,CFN ENTERPRISES INC.,0.1699,2.02978621,0.00338,Sell,2201,373.9499,6811404,,-0.2962,14,Technology Services
SILO,"Silo Pharma, Inc.",2.15,-3.15315315,-0.07,Strong Sell,308781,663879.15,6791413.22072072,,-1.6549,3,Health Technology
WDLF,"Decentral Life, Inc.",0.000905,-9.5,-0.000095,Strong Sell,2262789,2047.824045,6760162.665,9.05,0.0001,,Technology Services
ASNS,"Actelis Networks, Inc.",3.87,4.59459459,0.17,Neutral,357195,1382344.65,6736728.64864865,,-6.3321,48,Electronic Technology
AVCTQ,"American Virtual Cloud Technologies, Inc.",0.2,7.93308149,0.0147,Buy,86285,17257,6706494.33351322,,-3.5523,127,Technology Services
SUIC,SUIC Worldwide Holdings Ltd,0.1997,0.10025063,0.0002,Sell,1492,297.9524,6690669.72080201,166.41666667,0.0012,14,Technology Services
OLNCF,Omni-Lite Industries Canada Inc.,0.434,0,0,Neutral,500,217,6689053.17192983,,-0.16088155,,Producer Manufacturing
VOCL,CREATD INC.,0.0771,-4.22360248,-0.0034,Sell,140842,10858.9182,6666774.74534162,,-1.6497,22,Technology Services
CGRA,"CGrowth Capital, Inc.",0.017,3.03030303,0.0005,Buy,940948,15996.116,6654020.48484849,,-0.0029,1,Finance
NLBS,"NutraLife Biosciences, Inc.",0.0375,25,0.0075,Buy,24000,900,6623370,,-0.0285,12,Health Technology
SKTP,Skytop Lodge Corp.,661,1.69230769,11,Neutral,10,6610,6610000,,,,Consumer Services
CVSI,"CV Sciences, Inc.",0.0434,-0.22988506,-0.0001,Neutral,172683,7494.4422,6601347.52183908,,-0.0676,44,Health Technology
ACHN,Achison Inc.,0.22,25,0.044,Sell,4000,880,6598900,,-0.0011,,Commercial Services
NBIO,Nascent Biotech Inc.,0.0529,5.8,0.0029,Sell,316400,16737.56,6585270.254,,-0.0235,,Health Technology
VIDE,Video Display Corp.,1.12,1.81818182,0.02,Sell,100,112,6583684.89256198,,-0.36,64,Electronic Technology
TSOI,"Therapeutic Solutions International, Inc.",0.0024,14.83253589,0.00031,Sell,26731468,64155.5232,6562201.72248804,,-0.0014,3,Health Technology
BZYR,"Burzynski Research Institute, Inc.",0.0496,17.11924439,0.00725,Strong Buy,5431,269.3776,6519843,,-0.0066,,Health Technology
RSLS,"ReShape Lifesciences, Inc.",2.46,1.2345679,0.03,Sell,388545,955820.7,6516646.2962963,,-108.5872,40,Health Technology
APTX,Aptinyx Inc.,0.096,6.66666667,0.006,Sell,2810688,269826.048,6500709.33333333,,-0.9577,12,Health Technology
SSFT,Sonasoft Corp.,0.01,0,0,Sell,2225,22.25,6494463,,-0.0086,18,Technology Services
REPO,National Asset Recovery Corp.,0.0425,21.42857143,0.0075,Sell,5000,212.5,6483927.5,,-0.0001,3,Commercial Services
CFIC,Cornerstone Financial Corp. (NJ),8.1,-14.73684211,-1.4,Strong Sell,333,2697.3,6463792,,,,Finance
SIGY,Sigyn Therapeutics Inc.,0.15084,17.15728155,0.02209,Sell,2321,350.09964,6442878,,-0.0784,4,Health Technology
QRON,Qrons Inc.,0.4793,1.01010101,0.004793,Buy,300,143.79,6441691,,-0.0552,4,Health Technology
SNPW,Sun Pacific Holding Corp.,0.0066,1.53846154,0.0001,Sell,1307712,8630.8992,6434692.33846154,,-0.0003,2,Electronic Technology
CEAD,CEA Industries Inc.,0.795,-6.42655367,-0.0546,Sell,19011,15113.745,6420716.06638418,,-0.9274,19,Producer Manufacturing
RELV,"Reliv International, Inc.",3.675,0.68493151,0.025,Sell,200,735,6418199.66666667,,-1.8478,,Consumer Non-Durables
CFRX,ContraFect Corporation,1.74,1.1627907,0.02,Sell,133935,233046.9,6385660.39534884,,-128.6424,23,Health Technology
MMND,"Mastermind, Inc.",0.1845,-15.75342466,-0.0345,Strong Sell,147,27.1215,6366268,10.13736264,0.0182,24,Commercial Services
LIVC,"Live Current Media, Inc.",0.039,30,0.009,Sell,15000,585,6353452.3,,-0.0927,15,Technology Services
NAOV,"NanoVibronix, Inc.",3.81,3.25203252,0.12,Buy,1201,4575.81,6333656.23577236,,-4.188,14,Health Technology
VERB,"Verb Technology Company, Inc.",1.649,-2.4260355,-0.041,Strong Sell,61198,100915.502,6332743.49230769,,-15.6608,110,Technology Services
DVLP,"Golden Developing Solutions, Inc.",0.0045,-2.17391304,-0.0001,Neutral,2519154,11336.193,6293207.93478261,,-0.0015,,Non-Energy Minerals
BNTC,Benitec Biopharma Inc.,0.2246,2.09090909,0.0046,Buy,35673,8012.1558,6284568.33181818,,-1.6863,18,Health Technology
BACK,"IMAC Holdings, Inc.",0.19,15.08176863,0.0249,Buy,4037789,767179.91,6273239.5517868,,-0.6314,85,Health Services
CAVR,CAVU Resources Inc.,0.0041,-4.65116279,-0.0002,Sell,2590944,10622.8704,6271625.06976744,,-0.0011,,Technology Services
RELI,"Reliance Global Group, Inc.",4,4.98687664,0.19,Buy,34574,138296,6264192.12598425,,-0.327,78,Finance
NXL,"Nexalin Technology, Inc.",0.8595,-0.04651704,-0.0004,Buy,2306,1982.007,6262800.37504361,,-0.2331,6,Health Technology
EESE,Energy & Environmental Services Inc.,0.122,-12.85714286,-0.018,Strong Sell,10945,1335.29,6252866,6.81564246,0.0179,,Energy Minerals
TSSI,"TSS, Inc.",0.29,0,0,Sell,12418,3601.22,6247061,,-0.0001,70,Technology Services
AMFL,"American Films, Inc.",0.52,0,0,Strong Sell,1518,789.36,6243120,,,,Miscellaneous
NBSE,"NeuBase Therapeutics, Inc.",0.187653,-1.13119073,-0.002147,Buy,220263,41333.012739,6221702.44579031,,-0.9304,37,Health Technology
XBIO,"Xenetic Biosciences, Inc.",0.4102,-3.49370662,-0.01485,Strong Sell,9058,3715.5916,6221337.07140337,,-0.4624,4,Health Technology
IDW,IDW Media Holdings,0.4388,2.21290473,0.0095,Sell,10795,4736.846,6199116.59166084,,-0.3688,85,Consumer Services
HENC,Hero Technologies Inc.,0.0135,39.53488372,0.003825,Neutral,961037,12973.9995,6192347.44186047,,-0.0012,,Process Industries
RMED,"Ra Medical Systems, Inc.",1.24,-2.36220472,-0.03,Sell,52916,65615.84,6180275.21259843,,-34.9826,14,Health Technology
GBLX,"GB Sciences, Inc.",0.01628,1.75,0.00028,Sell,57344,933.56032,6173472.6625,,-0.0149,5,Health Technology
BLQC,BlockQuarry Corp.,0.092,-26.4,-0.033,Strong Sell,1545141,142152.972,6163155.072,,-0.1618,18,Consumer Non-Durables
UMGP,"Universal Media Group, Inc.",0.285,-3.38983051,-0.01,Sell,8846,2521.11,6144885,,-0.0125,,Health Technology
NNMX,Nanomix Corporation,0.125,0,0,Neutral,3230,403.75,6124595,,-0.3548,30,Health Technology
ADHI,Arsenal Digital Holdings Inc.,1.54,10,0.14,Strong Buy,6718,10345.72,6114177.3,,-0.6225,,Finance
GTHP,"Guided Therapeutics, Inc.",0.121,-36.31578947,-0.069,Strong Sell,106736,12915.056,6111161.67894737,,-0.1585,8,Health Technology
CYAN,Cyanotech Corporation,0.97,-0.51282051,-0.005,Sell,10761,10438.17,6083812.14358974,,-0.2777,95,Health Technology
INTI,Inhibitor Therapeutics Inc.,0.03525,14.0776699,0.00435,Sell,23328,822.312,6055708.15533981,1.08796296,0.0325,3,Health Technology
YQAI,"YouneeqAI Technical Services, Inc.",0.25,0,0,Strong Sell,300,75,6032452,,,,Process Industries
ONFO,Onfolio Holdings Inc.,1.1797,1.26180258,0.0147,Sell,7824,9229.9728,6028499.90214592,,-0.9776,21,Technology Services
MIND,"MIND Technology, Inc.",0.436,0.80924855,0.0035,Sell,48727,21244.972,6011889.58150289,,-0.9156,190,Industrial Services
KGKG,KONA GOLD BEVERAGE INC.,0.0028,0,0,Sell,9634294,26976.0232,5990433,,-0.0052,21,Process Industries
ALLR,"Allarity Therapeutics, Inc.",0.3848,-9.45882353,-0.0402,Sell,3122202,1201423.3296,5976237.35341176,,-76.5247,9,Health Technology
CRSS,Crossroads Impact Corp.,10,900,9,Buy,100,1000,5971994,,8.3693,,Finance
SVVC,"Firsthand Technology Value Fund, Inc.",0.865,1.13410499,0.0097,Sell,11152,9646.48,5962442.06711096,,-9.3058,,Finance
GPLL,"GPL Holdings, Inc.",0.1201,256.37982196,0.0864,Strong Buy,141806,17030.9006,5940816,,,,Finance
SNPX,"Synaptogenix, Inc.",0.805,-5.29411765,-0.045,Strong Sell,39316,31649.38,5921074.27058824,,-0.8146,5,Health Technology
PLSH,PANACEA LIFE SCIENCES HLDGS INC.,0.4,12.67605634,0.045,Neutral,18285,7314,5904936.33802817,,-0.6156,19,Health Technology
ACON,"Aclarion, Inc.",0.75,4.15220108,0.0299,Sell,50884,38163,5896136.30051382,,-1.0247,7,Technology Services
TVTV,WhereverTV Broadcasting Corp.,0.04,33.33333333,0.01,Neutral,504614,20184.56,5892800,,-0.0015,,Consumer Services
LEON,"Leone Asset Management, Inc.",0.048,-39.24050633,-0.031,Sell,5000,240,5879328,,,,Technology Services
FRGT,"Freight Technologies, Inc.",1.79,-3.24324324,-0.06,Sell,94032,168317.28,5855782.77837838,,,82,Finance
ENSV,Enservco Corporation,0.37,-7.5,-0.03,Sell,521753,193048.61,5841873.575,,-0.4788,98,Industrial Services
ODYY,Odyssey Group Intl Inc.,0.0754,-3.33333333,-0.0026,Strong Sell,22500,1696.5,5836554.5,,-0.1097,4,Health Technology
CDSG,"China Dongsheng International, Inc.",0.1848,14.07407407,0.0228,Strong Buy,539356,99672.9888,5829700.8,,,,Consumer Non-Durables
WNMLA,Winmill & Co. Incorporated,3.56,0,0,Buy,400,1424,5806360,,,,Finance
CPMV,Mosaic ImmunoEngineering Inc.,0.801,-19.9,-0.199,Sell,370,296.37,5800952.23751387,,-0.329,8,Health Technology
EARI,"Entertainment Arts Research, Inc.",0.04,-20,-0.01,Strong Sell,9800,392,5798692,12.12121212,0.0033,,Consumer Durables
ATNF,180 Life Sciences Corp.,1.09,0.92592593,0.01,Sell,83373,90876.57,5796168.86111111,,-19.2171,5,Health Technology
REVB,"Revelation Biosciences, Inc.",1.2799,10.3362069,0.1199,Buy,383168,490416.7232,5774702.47129311,,-24.2778,6,Health Technology
REED,"Reeds, Inc.",2.29,14.5,0.29,Sell,17150,39273.5,5772625.13,,-8.7385,,Consumer Non-Durables
ADMQ,ADM Endeavors Inc.,0.03755,-10.5952381,-0.00445,Sell,38000,1426.9,5769638.27900913,62.58333333,0.001,,Commercial Services
SINT,"SiNtx Technologies, Inc.",1.47,0,0,Sell,40132,58994.04,5768774,,-48.2018,41,Health Technology
SLTN,"Silverton Energy, Inc.",0.11,-26.66666667,-0.04,Sell,1000,110,5766750,,,,Finance
PBLA,"Panbela Therapeutics, Inc.",0.395,-20.15362846,-0.0997,Strong Sell,1518108,599652.66,5765370.3355569,,-75.2185,7,Health Technology
BJDX,"Bluejay Diagnostics, Inc.",0.285,-10.60225847,-0.0338,Strong Sell,157612,44919.42,5761353.67001255,,-0.4611,16,Health Technology
ACAN,Americann Inc.,0.236,0,0,Buy,500,118,5756503,15.03184713,0.0157,3,Finance
RIBT,RiceBran Technologies,0.9,-0.08880995,-0.0008,Strong Sell,2802,2521.8,5745900.53285968,,-1.4454,94,Process Industries
NOGN,"Nogin, Inc.",1.72,-4.44444444,-0.08,Sell,127468,219244.96,5735709.8,,-13.6718,213,Retail Trade
DYNT,Dynatronics Corporation,1.4198,0.69503546,0.0098,Neutral,1462,2075.7476,5732771.77276596,,-1.3904,197,Health Technology
AGRX,"Agile Therapeutics, Inc.",6.13,-3.46456693,-0.22,Sell,14548,89179.24,5713778.79212598,,-355.7005,22,Health Technology
BABB,"BAB, Inc.",0.7825,-0.94936709,-0.0075,Strong Sell,274,214.405,5684080,14.04847397,0.0557,12,Consumer Non-Durables
LADX,LadRx Corporation,0.122,2.5210084,0.003,Buy,960498,117180.756,5683662.18487395,,-0.1112,3,Health Technology
AAMTF,Armada Mercantile Ltd.,0.2974,-0.86666667,-0.0026,Buy,4000,1189.6,5681651.09106383,25.92520917,0.01147146,,Finance
INPX,Inpixon,0.33,-1.78571429,-0.006,Strong Sell,3154078,1040845.74,5679191.96428571,,-791.4205,203,Technology Services
ZRFY,Zerify Inc.,0.00415,2.4691358,0.0001,Sell,2464624,10228.1896,5660672.75308642,,-0.0104,16,Technology Services
YCBD,"cbdMD, Inc.",2.01,-1.47058824,-0.03,Strong Sell,33712,67761.12,5659481.13235294,,-44.366,90,Health Technology
TTOO,"T2 Biosystems, Inc.",0.279,-3.49360083,-0.0101,Sell,912498,254586.942,5656844.18540298,,-14.3085,158,Health Technology
VNUE,"VNUE, Inc.",0.0031,0,0,Sell,12432944,38542.1264,5629165,,-0.0153,5,Technology Services
GHST,GHST World Inc.,0.04492,14.73818646,0.00577,Neutral,1000,44.92,5624975.33793104,,-0.002,,Commercial Services
PRSO,Peraso Inc.,0.3939,3.65789474,0.0139,Sell,56707,22336.8873,5620791.29368421,,-1.5778,73,Electronic Technology
GBR,"New Concept Energy, Inc",1.09,0,0,Neutral,10555,11504.95,5593808,30.87818697,0.0353,3,Finance
DBGI,"Digital Brands Group, Inc.",0.97,-23.01587302,-0.29,Sell,450443,436929.71,5573696.21428571,,-115.5167,58,Consumer Non-Durables
AUSAF,Australis Capital Inc.,0.019,0,0,Buy,8666,164.654,5570430.64,,,,Finance
UNAM,Unico American Corporation,1.05,0,0,Sell,456,478.8,5570106,,-2.4259,38,Finance
BFYW,Better For You Wellness Inc.,0.01376,25.09090909,0.00276,Buy,93137,1281.56512,5559246,,-0.0076,,Producer Manufacturing
SQL,SeqLL Inc.,0.4,-6.34511824,-0.0271,Strong Sell,148021,59208.4,5554552.09552798,,-0.3445,7,Health Technology
MDMP,"MDM Permian, Inc.",0.0224,-3.44827586,-0.0008,Sell,54152,1213.0048,5532396.4137931,,,4,Energy Minerals
KTRA,"Kintara Therapeutics, Inc.",3.285,2.65625,0.085,Sell,18258,59977.53,5503376.925,,-15.1005,20,Commercial Services
BKYI,"BIO-key International, Inc.",0.65,-2.49024902,-0.0166,Sell,5424,3525.6,5502387.48874887,,-1.2564,,Technology Services
BSFC,Blue Star Foods Corp.,0.1255,9.79877515,0.0112,Neutral,6202407,778402.0785,5499933.74015748,,-0.5095,35,Consumer Non-Durables
QLGN,"Qualigen Therapeutics, Inc.",1.0799,0.91580226,0.0098,Buy,11949,12903.7251,5456154.13138959,,-4.8312,38,Health Technology
HOTH,"Hoth Therapeutics, Inc.",1.65,-3.50877193,-0.06,Sell,55787,92048.55,5448486.22807018,,-10.5198,4,Health Technology
HTGM,"HTG Molecular Diagnostics, Inc.",2.44,3.38983051,0.08,Sell,26718,65191.92,5402537.37288136,,-23.1789,53,Commercial Services
GPOX,GPO PLUS INC.,0.14955,6.82142857,0.00955,Sell,10355,1548.59025,5393339.15357143,,-0.0997,5,Commercial Services
IMBI,"iMedia Brands, Inc.",0.1863,4.66292135,0.0083,Sell,287014,53470.7082,5387208.84101124,,-2.5664,,Retail Trade
RGGI,Resgreen Group International Inc,0.0117,-33.52272727,-0.0059,Strong Sell,3771,44.1207,5379494.47159091,,-0.043,,Producer Manufacturing
CRTG,The Coretec Group Inc.,0.02,-16.66666667,-0.004,Strong Sell,1733763,34675.26,5377424.16666667,,-0.0111,,Technology Services
SKAS,Saker Aviation Services Inc.,5.5,0,0,Sell,2575,14162.5,5369815,4.36993485,1.2768,13,Transportation
FWFW,Flywheel Advanced Technology Inc.,0.302,0.33222591,0.001,Sell,2133,644.166,5360972.56478405,,-0.0562,,Finance
IAALF,IBC Advanced Alloys Corp.,0.061,0,0,Sell,10214,623.054,5345477.82954546,,-0.03652048,,Non-Energy Minerals
ZVSA,"ZyVersa Therapeutics, Inc.",0.579999,-3.3335,-0.020001,Sell,1050116,609066.229884,5342905.354745,,-1.7094,14,Health Technology
NAVB,"Navidea Biopharmaceuticals, Inc.",0.1625,-9.31919643,-0.0167,Strong Sell,581418,94480.425,5338328.125,,-0.5576,15,Health Technology
RKDA,"Arcadia Biosciences, Inc.",6.21,-3.1201248,-0.2,Sell,47147,292782.87,5325522.5850234,,-26.4596,30,Process Industries
RGST,"Rogue Station Companies, Inc.",0.0347,14.33278418,0.00435,Sell,3750,130.125,5301816.32587859,,-0.0078,,Non-Energy Minerals
ENSC,"Ensysce Biosciences, Inc.",4.11,19.47674419,0.67,Buy,27730100,113970711.00000001,5283261.62790698,,-151.2792,,Health Technology
ILAL,International Land Alliance Inc.,0.1435,59.44444444,0.0535,Buy,5232,750.792,5280278,,-0.1704,4,Finance
PRTYQ,Party City Holdco Inc.,0.0465,1.75054705,0.0008,Sell,1123841,52258.6065,5269207.02407002,,-2.2683,16500,Retail Trade
TKOI,"Telkonet, Inc.",0.0176,-0.56497175,-0.0001,Sell,69501,1223.2176,5266135.7740113,,-0.0045,30,Producer Manufacturing
PTCO,PetroGas Company,0.25,0,0,Sell,300,75,5262110,,-1.6672,,Non-Energy Minerals
EAWD,ENERGY & WTR DEV CORP.,0.0269,-7.24137931,-0.0021,Sell,728632,19600.2008,5260913.7,,-0.0114,4,Commercial Services
