datetime,open,high,low,close,volume
2024-03-16 12:00:00,0.02035,0.025824,0.019899,0.023338,3168871781.0
2024-03-16 13:00:00,0.023338,0.0285,0.0221,0.026741,7726534017.0
2024-03-16 14:00:00,0.02673,0.027571,0.021511,0.022708,9315453506.0
2024-03-16 15:00:00,0.022703,0.024156,0.020553,0.023356,8109673415.0
2024-03-16 16:00:00,0.023356,0.024666,0.0222,0.022983,4732918755.0
2024-03-16 17:00:00,0.022979,0.0232,0.01746,0.018187,10337136376.0
2024-03-16 18:00:00,0.018178,0.0195,0.016292,0.017269,9505344876.0
2024-03-16 19:00:00,0.01727,0.0211,0.017256,0.019546,7534364509.0
2024-03-16 20:00:00,0.019546,0.021756,0.019001,0.021468,4153002070.0
2024-03-16 21:00:00,0.021461,0.021789,0.0188,0.019004,4551105660.0
2024-03-16 22:00:00,0.019005,0.020473,0.017707,0.019346,4309131626.0
2024-03-16 23:00:00,0.019355,0.020945,0.017725,0.020814,4478315318.0
2024-03-17 00:00:00,0.020815,0.023775,0.020362,0.02075,5879410879.0
2024-03-17 01:00:00,0.020751,0.022678,0.020746,0.022626,3316918920.0
2024-03-17 02:00:00,0.022632,0.02491,0.021893,0.023349,4343482434.0
2024-03-17 03:00:00,0.023364,0.024485,0.02151,0.022189,3591359875.0
2024-03-17 04:00:00,0.02219,0.022242,0.02005,0.021086,3586416035.0
2024-03-17 05:00:00,0.021087,0.022091,0.019424,0.020251,3784118850.0
2024-03-17 06:00:00,0.020251,0.020264,0.018118,0.018482,5389285744.0
2024-03-17 07:00:00,0.018475,0.02078,0.018461,0.020442,5039767395.0
2024-03-17 08:00:00,0.020443,0.020863,0.01924,0.019293,3493833561.0
2024-03-17 09:00:00,0.019284,0.01965,0.0171,0.017324,4284742030.0
2024-03-17 10:00:00,0.017324,0.018832,0.01715,0.017943,5167718378.0
2024-03-17 11:00:00,0.017943,0.018474,0.016752,0.016979,5104193798.0
2024-03-17 12:00:00,0.016979,0.017232,0.014833,0.015239,12085099937.0
2024-03-17 13:00:00,0.015233,0.016386,0.01516,0.016278,6539245003.0
2024-03-17 14:00:00,0.016273,0.016941,0.015349,0.01613,6072818206.0
2024-03-17 15:00:00,0.016131,0.017832,0.015603,0.017234,6224236423.0
2024-03-17 16:00:00,0.017227,0.0185,0.016501,0.016825,6406988812.0
2024-03-17 17:00:00,0.016825,0.0184,0.016578,0.018248,4071217918.0
2024-03-17 18:00:00,0.018252,0.018312,0.017322,0.018091,3086104967.0
2024-03-17 19:00:00,0.01809,0.018424,0.017566,0.017843,2241139082.0
2024-03-17 20:00:00,0.017843,0.018159,0.0165,0.016731,3131346839.0
2024-03-17 21:00:00,0.016731,0.017062,0.01631,0.016781,2065740064.0
2024-03-17 22:00:00,0.016783,0.018145,0.01667,0.017632,2552224438.0
2024-03-17 23:00:00,0.017632,0.019785,0.017523,0.018432,4980558922.0
2024-03-18 00:00:00,0.018434,0.019241,0.01751,0.018343,3720419642.0
2024-03-18 01:00:00,0.018343,0.019404,0.017928,0.018297,3638079194.0
2024-03-18 02:00:00,0.018298,0.018799,0.017313,0.017357,2938127940.0
2024-03-18 03:00:00,0.017356,0.018376,0.0173,0.017939,2060934885.0
2024-03-18 04:00:00,0.017938,0.0184,0.017473,0.018114,1994133959.0
2024-03-18 05:00:00,0.018109,0.018733,0.017917,0.018175,2131933817.0
2024-03-18 06:00:00,0.018175,0.018284,0.0168,0.016971,2804998839.0
2024-03-18 07:00:00,0.016971,0.016975,0.015812,0.015913,5919329852.0
2024-03-18 08:00:00,0.015913,0.016071,0.014933,0.015806,7279053877.0
2024-03-18 09:00:00,0.015804,0.01581,0.0131,0.013624,15093952619.0
2024-03-18 10:00:00,0.013626,0.01477,0.0123,0.01382,18812551908.0
2024-03-18 11:00:00,0.013819,0.01495,0.013636,0.013705,8196401394.0
2024-03-18 12:00:00,0.013707,0.014203,0.013031,0.01344,6944991106.0
2024-03-18 13:00:00,0.013438,0.013604,0.012111,0.012927,12442138751.0
2024-03-18 14:00:00,0.012923,0.013357,0.012246,0.012745,8251248529.0
2024-03-18 15:00:00,0.012745,0.01358,0.012685,0.012841,7190324202.0
2024-03-18 16:00:00,0.012842,0.013232,0.01175,0.012059,8682474510.0
2024-03-18 17:00:00,0.012057,0.012111,0.010576,0.011079,16332710810.0
2024-03-18 18:00:00,0.011075,0.011331,0.01052,0.01102,8384193147.0
2024-03-18 19:00:00,0.01102,0.0118,0.010854,0.011189,5928600508.0
2024-03-18 20:00:00,0.01119,0.011943,0.011189,0.01179,4844511931.0
2024-03-18 21:00:00,0.01179,0.011993,0.010143,0.010473,6349703626.0
2024-03-18 22:00:00,0.010475,0.010548,0.00967,0.010493,8840623123.0
2024-03-18 23:00:00,0.010492,0.010937,0.010345,0.010644,4798073650.0
2024-03-19 00:00:00,0.010646,0.011476,0.009944,0.010174,8484255104.0
2024-03-19 01:00:00,0.010171,0.0103,0.00888,0.009242,16281926039.0
2024-03-19 02:00:00,0.009243,0.009757,0.008989,0.009198,9329775701.0
2024-03-19 03:00:00,0.0092,0.009888,0.008914,0.009827,8777791112.0
2024-03-19 04:00:00,0.009826,0.01088,0.008768,0.009,16984589122.0
2024-03-19 05:00:00,0.008999,0.010323,0.008986,0.010232,12564371756.0
2024-03-19 06:00:00,0.010233,0.010948,0.009766,0.010936,10689662417.0
2024-03-19 07:00:00,0.010936,0.012287,0.01015,0.012171,22444451015.0
2024-03-19 08:00:00,0.012171,0.01232,0.010676,0.011017,13399389771.0
2024-03-19 09:00:00,0.011022,0.01151,0.010302,0.011417,12041029323.0
2024-03-19 10:00:00,0.011412,0.011813,0.0108,0.011737,8467258672.0
2024-03-19 11:00:00,0.011737,0.011974,0.010935,0.01161,8823089989.0
2024-03-19 12:00:00,0.011608,0.0122,0.011,0.011043,9102495197.0
2024-03-19 13:00:00,0.011042,0.011185,0.010275,0.010896,8828394956.0
2024-03-19 14:00:00,0.010896,0.011359,0.010324,0.011181,7803275203.0
2024-03-19 15:00:00,0.011181,0.011635,0.010833,0.011436,6551785874.0
2024-03-19 16:00:00,0.011434,0.012,0.01123,0.011649,7989538751.0
2024-03-19 17:00:00,0.011652,0.01359,0.01154,0.013086,17305407243.0
2024-03-19 18:00:00,0.013084,0.013084,0.012313,0.012425,7264188539.0
2024-03-19 19:00:00,0.012426,0.012725,0.012061,0.012086,4334566400.0
2024-03-19 20:00:00,0.012085,0.012112,0.011343,0.011478,6532212898.0
2024-03-19 21:00:00,0.011479,0.0118,0.011329,0.011766,3389802515.0
2024-03-19 22:00:00,0.011765,0.011847,0.010592,0.010886,6182300354.0
2024-03-19 23:00:00,0.010885,0.011551,0.010512,0.011276,6177864903.0
2024-03-20 00:00:00,0.011277,0.01175,0.011212,0.011542,5885313325.0
2024-03-20 01:00:00,0.011541,0.011756,0.01105,0.011624,6022263070.0
2024-03-20 02:00:00,0.011626,0.012479,0.0115,0.01218,7157659655.0
2024-03-20 03:00:00,0.012181,0.012914,0.011946,0.012439,8334689776.0
2024-03-20 04:00:00,0.012439,0.012692,0.011701,0.011873,7957274457.0
